timestamp,machine_id,humidity_percent,vibration_mm_s
2023-01-04 10:00:00,MACH-A,64.78,1.96
2023-01-04 11:00:00,MACH-A,44.82,1.86
2023-01-04 12:00:00,MACH-A,41.92,2.22
2023-01-04 13:00:00,MACH-A,44.98,1.63
2023-01-04 14:00:00,MACH-A,59.15,1.83
2023-01-04 15:00:00,MACH-A,53.29,2.06
2023-01-04 16:00:00,MACH-A,44.7,1.75
2023-01-04 17:00:00,MACH-A,55.13,2.33
2023-01-04 18:00:00,MACH-A,50.97,2.93
2023-01-04 19:00:00,MACH-A,59.69,1.62
2023-01-04 20:00:00,MACH-A,42.98,1.17
2023-01-04 21:00:00,MACH-A,46.72,1.0
2023-01-04 22:00:00,MACH-A,46.08,1.92
2023-01-04 23:00:00,MACH-A,35.36,1.67
2023-01-05 00:00:00,MACH-A,52.96,2.1
2023-01-05 01:00:00,MACH-A,52.61,2.07
2023-01-05 02:00:00,MACH-A,50.05,1.2
2023-01-05 03:00:00,MACH-A,47.65,1.09
2023-01-05 04:00:00,MACH-A,35.85,2.15
2023-01-05 05:00:00,MACH-A,45.79,2.07
2023-01-05 06:00:00,MACH-A,46.57,1.79
2023-01-05 07:00:00,MACH-A,41.98,1.17
2023-01-05 08:00:00,MACH-A,48.39,2.24
2023-01-05 09:00:00,MACH-A,54.04,2.64
2023-01-05 10:00:00,MACH-A,68.86,2.14
2023-01-05 11:00:00,MACH-A,51.75,1.58
2023-01-05 12:00:00,MACH-A,52.58,2.02
2023-01-05 13:00:00,MACH-A,49.26,1.32
2023-01-05 14:00:00,MACH-A,30.81,2.53
2023-01-05 15:00:00,MACH-A,49.73,2.04
2023-01-05 16:00:00,MACH-A,50.6,1.12
2023-01-05 17:00:00,MACH-A,74.63,1.85
2023-01-05 18:00:00,MACH-A,48.08,2.23
2023-01-05 19:00:00,MACH-A,53.02,1.83
2023-01-05 20:00:00,MACH-A,49.65,1.86
2023-01-05 21:00:00,MACH-A,38.31,1.39
2023-01-05 22:00:00,MACH-A,61.43,2.28
2023-01-05 23:00:00,MACH-A,57.52,1.68
2023-01-06 00:00:00,MACH-A,57.91,0.92
2023-01-06 01:00:00,MACH-A,40.91,1.81
2023-01-06 02:00:00,MACH-A,64.03,2.49
2023-01-06 03:00:00,MACH-A,35.98,1.81
2023-01-06 04:00:00,MACH-A,55.87,2.87
2023-01-06 05:00:00,MACH-A,71.9,2.21
2023-01-06 06:00:00,MACH-A,40.09,2.17
2023-01-06 07:00:00,MACH-A,44.34,1.94
2023-01-06 08:00:00,MACH-A,51.0,1.97
2023-01-06 09:00:00,MACH-A,44.97,1.87
2023-01-06 10:00:00,MACH-A,34.49,1.85
2023-01-06 11:00:00,MACH-A,50.69,2.27
2023-01-06 12:00:00,MACH-A,39.38,1.53
2023-01-06 13:00:00,MACH-A,54.74,1.46
2023-01-06 14:00:00,MACH-A,40.81,1.44
2023-01-06 15:00:00,MACH-A,65.5,3.02
2023-01-06 16:00:00,MACH-A,42.17,2.27
2023-01-06 17:00:00,MACH-A,46.78,2.15
2023-01-06 18:00:00,MACH-A,58.14,1.47
2023-01-06 19:00:00,MACH-A,37.69,2.31
2023-01-06 20:00:00,MACH-A,52.27,1.94
2023-01-06 21:00:00,MACH-A,63.07,2.11
2023-01-06 22:00:00,MACH-A,33.93,1.51
2023-01-06 23:00:00,MACH-A,51.85,2.08
2023-01-07 00:00:00,MACH-A,52.6,1.79
2023-01-07 01:00:00,MACH-A,57.82,1.62
2023-01-07 02:00:00,MACH-A,37.63,2.37
2023-01-07 03:00:00,MACH-A,36.8,1.23
2023-01-07 04:00:00,MACH-A,55.22,2.28
2023-01-07 05:00:00,MACH-A,52.97,2.34
2023-01-07 06:00:00,MACH-A,52.5,1.56
2023-01-07 07:00:00,MACH-A,53.46,1.59
2023-01-07 08:00:00,MACH-A,43.2,1.89
2023-01-07 09:00:00,MACH-A,52.32,2.14
2023-01-07 10:00:00,MACH-A,52.93,1.92
2023-01-07 11:00:00,MACH-A,42.86,2.22
2023-01-07 12:00:00,MACH-A,68.66,2.88
2023-01-07 13:00:00,MACH-A,54.74,1.75
2023-01-07 14:00:00,MACH-A,38.09,1.14
2023-01-07 15:00:00,MACH-A,56.57,2.41
2023-01-07 16:00:00,MACH-A,40.25,2.84
2023-01-07 17:00:00,MACH-A,57.87,2.2
2023-01-07 18:00:00,MACH-A,61.59,1.46
2023-01-07 19:00:00,MACH-A,41.79,1.94
2023-01-07 20:00:00,MACH-A,59.63,1.44
2023-01-07 21:00:00,MACH-A,54.13,2.32
2023-01-07 22:00:00,MACH-A,58.22,1.32
2023-01-07 23:00:00,MACH-A,68.97,1.85
2023-01-08 00:00:00,MACH-A,47.55,1.5
2023-01-08 01:00:00,MACH-A,42.46,2.06
2023-01-08 02:00:00,MACH-A,41.1,1.82
2023-01-08 03:00:00,MACH-A,41.84,2.09
2023-01-08 04:00:00,MACH-A,49.23,2.01
2023-01-08 05:00:00,MACH-A,53.41,1.51
2023-01-08 06:00:00,MACH-A,52.77,2.31
2023-01-08 07:00:00,MACH-A,58.27,1.98
2023-01-08 08:00:00,MACH-A,50.13,1.51
2023-01-08 09:00:00,MACH-A,64.54,3.12
2023-01-08 10:00:00,MACH-A,47.35,2.24
2023-01-08 11:00:00,MACH-A,77.2,1.92
2023-01-08 12:00:00,MACH-A,56.26,2.71
2023-01-08 13:00:00,MACH-A,41.43,2.92
2023-01-08 14:00:00,MACH-A,39.29,1.93
2023-01-08 15:00:00,MACH-A,54.82,2.17
2023-01-08 16:00:00,MACH-A,47.77,1.51
2023-01-08 17:00:00,MACH-A,57.14,1.93
2023-01-08 18:00:00,MACH-A,54.73,1.9
2023-01-08 19:00:00,MACH-A,49.27,2.09
2023-01-08 20:00:00,MACH-A,41.53,2.17
2023-01-08 21:00:00,MACH-A,34.85,2.28
2023-01-08 22:00:00,MACH-A,45.53,2.12
2023-01-08 23:00:00,MACH-A,58.56,1.39
2023-01-09 00:00:00,MACH-A,52.14,1.53
2023-01-09 01:00:00,MACH-A,37.54,1.73
2023-01-09 02:00:00,MACH-A,51.73,1.86
2023-01-09 03:00:00,MACH-A,53.85,2.53
2023-01-09 04:00:00,MACH-A,41.16,1.42
2023-01-09 05:00:00,MACH-A,51.54,1.82
2023-01-09 06:00:00,MACH-A,50.58,2.48
2023-01-09 07:00:00,MACH-A,38.57,1.85
2023-01-09 08:00:00,MACH-A,53.58,2.23
2023-01-09 09:00:00,MACH-A,55.61,1.93
2023-01-09 10:00:00,MACH-A,60.83,2.13
2023-01-09 11:00:00,MACH-A,60.54,1.89
2023-01-09 12:00:00,MACH-A,36.22,2.33
2023-01-09 13:00:00,MACH-A,40.62,1.23
2023-01-09 14:00:00,MACH-A,55.15,1.82
2023-01-09 15:00:00,MACH-A,55.14,2.15
2023-01-09 16:00:00,MACH-A,55.15,2.27
2023-01-09 17:00:00,MACH-A,88.53,2.75
2023-01-09 18:00:00,MACH-A,55.71,1.8
2023-01-09 19:00:00,MACH-A,61.36,2.74
2023-01-09 20:00:00,MACH-A,59.54,1.67
2023-01-09 21:00:00,MACH-A,56.51,2.66
2023-01-09 22:00:00,MACH-A,46.85,2.41
2023-01-09 23:00:00,MACH-A,57.59,1.54
2023-01-10 00:00:00,MACH-A,42.27,2.15
2023-01-10 01:00:00,MACH-A,47.63,1.97
2023-01-10 02:00:00,MACH-A,45.15,2.31
2023-01-10 03:00:00,MACH-A,50.82,1.89
2023-01-10 04:00:00,MACH-A,73.15,1.85
2023-01-10 05:00:00,MACH-A,31.33,2.68
2023-01-10 06:00:00,MACH-A,56.86,1.95
2023-01-10 07:00:00,MACH-A,33.87,2.41
2023-01-10 08:00:00,MACH-A,45.28,1.89
2023-01-10 09:00:00,MACH-A,60.89,2.83
2023-01-10 10:00:00,MACH-A,50.64,1.66
2023-01-10 11:00:00,MACH-A,39.22,1.69
2023-01-10 12:00:00,MACH-A,42.85,2.76
2023-01-10 13:00:00,MACH-A,56.8,1.78
2023-01-10 14:00:00,MACH-A,42.7,2.8
2023-01-10 15:00:00,MACH-A,52.16,2.45
2023-01-10 16:00:00,MACH-A,50.46,1.92
2023-01-10 17:00:00,MACH-A,43.48,1.09
2023-01-10 18:00:00,MACH-A,71.44,1.99
2023-01-10 19:00:00,MACH-A,56.34,2.05
2023-01-10 20:00:00,MACH-A,29.75,2.58
2023-01-10 21:00:00,MACH-A,51.86,2.79
2023-01-10 22:00:00,MACH-A,43.38,1.66
2023-01-10 23:00:00,MACH-A,58.52,2.4
2023-01-11 00:00:00,MACH-A,42.07,2.38
2023-01-11 01:00:00,MACH-A,48.85,2.54
2023-01-11 02:00:00,MACH-A,55.05,2.25
2023-01-11 03:00:00,MACH-A,58.66,1.03
2023-01-11 04:00:00,MACH-A,38.0,1.92
2023-01-11 05:00:00,MACH-A,46.65,1.42
2023-01-11 06:00:00,MACH-A,45.25,1.9
2023-01-11 07:00:00,MACH-A,43.47,2.49
2023-01-11 08:00:00,MACH-A,67.65,2.15
2023-01-11 09:00:00,MACH-A,54.05,2.57
2023-01-11 10:00:00,MACH-A,37.39,2.17
2023-01-11 11:00:00,MACH-A,59.18,1.35
2023-01-11 12:00:00,MACH-A,71.22,0.74
2023-01-11 13:00:00,MACH-A,60.32,2.07
2023-01-11 14:00:00,MACH-A,34.81,1.89
2023-01-11 15:00:00,MACH-A,45.16,1.51
2023-01-11 16:00:00,MACH-A,62.67,1.15
2023-01-11 17:00:00,MACH-A,42.92,1.63
2023-01-11 18:00:00,MACH-A,54.44,1.9
2023-01-11 19:00:00,MACH-A,57.75,2.33
2023-01-11 20:00:00,MACH-A,40.73,2.09
2023-01-11 21:00:00,MACH-A,49.4,2.8
2023-01-11 22:00:00,MACH-A,17.59,1.48
2023-01-11 23:00:00,MACH-A,39.76,2.44
2023-01-12 00:00:00,MACH-A,47.47,2.02
2023-01-12 01:00:00,MACH-A,37.52,2.35
2023-01-12 02:00:00,MACH-A,66.32,1.78
2023-01-12 03:00:00,MACH-A,35.7,2.54
2023-01-12 04:00:00,MACH-A,45.6,2.15
2023-01-12 05:00:00,MACH-A,51.31,1.66
2023-01-12 06:00:00,MACH-A,64.41,1.99
2023-01-12 07:00:00,MACH-A,35.64,1.88
2023-01-12 08:00:00,MACH-A,61.63,2.24
2023-01-12 09:00:00,MACH-A,50.1,1.41
2023-01-12 10:00:00,MACH-A,40.18,1.99
2023-01-12 11:00:00,MACH-A,54.62,2.2
2023-01-12 12:00:00,MACH-A,51.99,2.02
2023-01-12 13:00:00,MACH-A,44.0,2.67
2023-01-12 14:00:00,MACH-A,50.7,2.39
2023-01-12 15:00:00,MACH-A,46.15,2.0
2023-01-12 16:00:00,MACH-A,51.14,2.11
2023-01-12 17:00:00,MACH-A,56.62,2.15
2023-01-12 18:00:00,MACH-A,65.86,2.2
2023-01-12 19:00:00,MACH-A,37.62,1.09
2023-01-12 20:00:00,MACH-A,71.33,1.85
2023-01-12 21:00:00,MACH-A,30.48,1.26
2023-01-12 22:00:00,MACH-A,48.48,2.64
2023-01-12 23:00:00,MACH-A,55.88,1.97
2023-01-13 00:00:00,MACH-A,52.81,1.9
2023-01-13 01:00:00,MACH-A,43.77,2.45
2023-01-13 02:00:00,MACH-A,47.92,2.21
2023-01-13 03:00:00,MACH-A,45.07,1.44
2023-01-13 04:00:00,MACH-A,44.11,1.96
2023-01-13 05:00:00,MACH-A,58.5,1.83
2023-01-13 06:00:00,MACH-A,53.57,1.13
2023-01-13 07:00:00,MACH-A,43.07,1.65
2023-01-13 08:00:00,MACH-A,59.0,1.91
2023-01-13 09:00:00,MACH-A,53.07,1.94
2023-01-13 10:00:00,MACH-A,58.13,1.26
2023-01-13 11:00:00,MACH-A,56.3,2.58
2023-01-13 12:00:00,MACH-A,41.71,1.95
2023-01-13 13:00:00,MACH-A,44.4,2.02
2023-01-13 14:00:00,MACH-A,57.47,2.2
2023-01-13 15:00:00,MACH-A,56.1,1.61
2023-01-13 16:00:00,MACH-A,49.79,2.23
2023-01-13 17:00:00,MACH-A,51.17,1.82
2023-01-13 18:00:00,MACH-A,62.78,1.55
2023-01-13 19:00:00,MACH-A,44.08,2.29
2023-01-13 20:00:00,MACH-A,55.47,2.75
2023-01-13 21:00:00,MACH-A,47.98,2.36
2023-01-13 22:00:00,MACH-A,47.82,2.46
2023-01-13 23:00:00,MACH-A,82.68,4.14
2023-01-14 00:00:00,MACH-A,58.25,1.2
2023-01-14 01:00:00,MACH-A,58.14,2.75
2023-01-14 02:00:00,MACH-A,63.05,3.03
2023-01-14 03:00:00,MACH-A,50.21,2.77
2023-01-14 04:00:00,MACH-A,56.82,1.83
2023-01-14 05:00:00,MACH-A,46.9,1.42
2023-01-14 06:00:00,MACH-A,53.24,1.47
2023-01-14 07:00:00,MACH-A,48.7,1.16
2023-01-14 08:00:00,MACH-A,50.97,1.95
2023-01-14 09:00:00,MACH-A,55.95,2.8
2023-01-14 10:00:00,MACH-A,41.82,1.93
2023-01-14 11:00:00,MACH-A,70.92,2.15
2023-01-14 12:00:00,MACH-A,39.94,2.69
2023-01-14 13:00:00,MACH-A,37.86,1.8
2023-01-14 14:00:00,MACH-A,61.58,3.02
2023-01-14 15:00:00,MACH-A,57.92,3.0
2023-01-14 16:00:00,MACH-A,56.24,1.93
2023-01-14 17:00:00,MACH-A,56.28,1.71
2023-01-14 18:00:00,MACH-A,49.88,2.35
2023-01-14 19:00:00,MACH-A,41.03,1.83
2023-01-14 20:00:00,MACH-A,50.76,1.42
2023-01-14 21:00:00,MACH-A,43.23,2.64
2023-01-14 22:00:00,MACH-A,59.75,2.61
2023-01-14 23:00:00,MACH-A,48.53,2.08
2023-01-15 00:00:00,MACH-A,41.75,1.37
2023-01-15 01:00:00,MACH-A,46.79,1.39
2023-01-15 02:00:00,MACH-A,54.13,2.05
2023-01-15 03:00:00,MACH-A,44.36,1.75
2023-01-15 04:00:00,MACH-A,41.78,1.83
2023-01-15 05:00:00,MACH-A,52.44,2.51
2023-01-15 06:00:00,MACH-A,52.45,2.37
2023-01-15 07:00:00,MACH-A,44.93,2.69
2023-01-15 08:00:00,MACH-A,45.29,1.5
2023-01-15 09:00:00,MACH-A,52.32,1.83
2023-01-15 10:00:00,MACH-A,35.52,2.38
2023-01-15 11:00:00,MACH-A,35.93,2.22
2023-01-15 12:00:00,MACH-A,42.82,2.77
2023-01-15 13:00:00,MACH-A,47.87,2.21
2023-01-15 14:00:00,MACH-A,53.11,2.92
2023-01-15 15:00:00,MACH-A,64.75,2.27
2023-01-15 16:00:00,MACH-A,58.58,2.53
2023-01-15 17:00:00,MACH-A,48.4,1.84
2023-01-15 18:00:00,MACH-A,49.81,2.01
2023-01-15 19:00:00,MACH-A,39.97,2.46
2023-01-15 20:00:00,MACH-A,49.81,2.81
2023-01-15 21:00:00,MACH-A,47.11,2.36
2023-01-15 22:00:00,MACH-A,53.23,1.96
2023-01-15 23:00:00,MACH-A,41.73,2.69
2023-01-16 00:00:00,MACH-A,55.19,0.9
2023-01-16 01:00:00,MACH-A,65.33,1.29
2023-01-16 02:00:00,MACH-A,48.91,2.34
2023-01-16 03:00:00,MACH-A,54.02,2.01
2023-01-16 04:00:00,MACH-A,56.9,2.3
2023-01-16 05:00:00,MACH-A,45.99,2.03
2023-01-16 06:00:00,MACH-A,52.24,2.29
2023-01-16 07:00:00,MACH-A,50.13,1.59
2023-01-16 08:00:00,MACH-A,50.98,2.29
2023-01-16 09:00:00,MACH-A,42.27,2.5
2023-01-16 10:00:00,MACH-A,50.25,2.61
2023-01-16 11:00:00,MACH-A,54.98,3.01
2023-01-16 12:00:00,MACH-A,64.51,2.12
2023-01-16 13:00:00,MACH-A,59.59,2.14
2023-01-16 14:00:00,MACH-A,71.53,1.24
2023-01-16 15:00:00,MACH-A,42.33,1.73
2023-01-16 16:00:00,MACH-A,58.72,1.9
2023-01-16 17:00:00,MACH-A,51.83,2.53
2023-01-16 18:00:00,MACH-A,71.9,1.69
2023-01-16 19:00:00,MACH-A,41.92,2.4
2023-01-16 20:00:00,MACH-A,41.6,2.0
2023-01-16 21:00:00,MACH-A,44.01,1.91
2023-01-16 22:00:00,MACH-A,85.15,4.28
2023-01-16 23:00:00,MACH-A,44.74,1.8
2023-01-17 00:00:00,MACH-A,42.41,1.79
2023-01-17 01:00:00,MACH-A,51.5,1.15
2023-01-17 02:00:00,MACH-A,53.42,1.88
2023-01-17 03:00:00,MACH-A,68.76,1.76
2023-01-17 04:00:00,MACH-A,59.5,1.74
2023-01-17 05:00:00,MACH-A,44.23,2.21
2023-01-17 06:00:00,MACH-A,41.02,2.33
2023-01-17 07:00:00,MACH-A,54.92,2.12
2023-01-17 08:00:00,MACH-A,36.8,2.5
2023-01-17 09:00:00,MACH-A,68.31,2.29
2023-01-17 10:00:00,MACH-A,61.79,1.85
2023-01-17 11:00:00,MACH-A,45.31,1.77
2023-01-17 12:00:00,MACH-A,32.87,2.16
2023-01-17 13:00:00,MACH-A,63.54,2.29
2023-01-17 14:00:00,MACH-A,48.85,2.7
2023-01-17 15:00:00,MACH-A,62.38,2.6
2023-01-17 16:00:00,MACH-A,34.06,1.73
2023-01-17 17:00:00,MACH-A,44.01,1.95
2023-01-17 18:00:00,MACH-A,50.05,2.34
2023-01-17 19:00:00,MACH-A,50.47,2.53
2023-01-17 20:00:00,MACH-A,45.5,2.47
2023-01-17 21:00:00,MACH-A,92.0,4.32
2023-01-17 22:00:00,MACH-A,39.32,1.37
2023-01-17 23:00:00,MACH-A,48.58,1.5
2023-01-18 00:00:00,MACH-A,51.2,2.14
2023-01-18 01:00:00,MACH-A,55.14,2.17
2023-01-18 02:00:00,MACH-A,57.12,1.45
2023-01-18 03:00:00,MACH-A,38.75,2.02
2023-01-18 04:00:00,MACH-A,34.66,2.32
2023-01-18 05:00:00,MACH-A,62.78,1.42
2023-01-18 06:00:00,MACH-A,53.32,2.55
2023-01-18 07:00:00,MACH-A,42.52,1.81
2023-01-18 08:00:00,MACH-A,65.51,2.63
2023-01-18 09:00:00,MACH-A,51.16,1.73
2023-01-18 10:00:00,MACH-A,61.79,1.49
2023-01-18 11:00:00,MACH-A,50.68,1.77
2023-01-18 12:00:00,MACH-A,70.61,1.95
2023-01-18 13:00:00,MACH-A,86.55,4.02
2023-01-18 14:00:00,MACH-A,47.51,1.89
2023-01-18 15:00:00,MACH-A,59.72,2.17
2023-01-18 16:00:00,MACH-A,56.45,1.91
2023-01-18 17:00:00,MACH-A,63.69,1.97
2023-01-18 18:00:00,MACH-A,40.35,1.15
2023-01-18 19:00:00,MACH-A,56.86,2.2
2023-01-18 20:00:00,MACH-A,60.58,1.96
2023-01-18 21:00:00,MACH-A,32.41,2.81
2023-01-18 22:00:00,MACH-A,38.17,1.53
2023-01-18 23:00:00,MACH-A,29.61,1.1
2023-01-19 00:00:00,MACH-A,47.31,2.31
2023-01-19 01:00:00,MACH-A,57.18,2.17
2023-01-19 02:00:00,MACH-A,65.02,1.5
2023-01-19 03:00:00,MACH-A,50.74,1.24
2023-01-19 04:00:00,MACH-A,66.29,2.77
2023-01-19 05:00:00,MACH-A,36.2,2.71
2023-01-19 06:00:00,MACH-A,32.97,0.76
2023-01-19 07:00:00,MACH-A,49.44,1.77
2023-01-19 08:00:00,MACH-A,53.84,2.83
2023-01-19 09:00:00,MACH-A,49.67,1.76
2023-01-19 10:00:00,MACH-A,29.33,1.75
2023-01-19 11:00:00,MACH-A,49.11,1.86
2023-01-19 12:00:00,MACH-A,36.96,1.44
2023-01-19 13:00:00,MACH-A,56.7,1.15
2023-01-19 14:00:00,MACH-A,53.67,2.53
2023-01-19 15:00:00,MACH-A,40.6,1.08
2023-01-19 16:00:00,MACH-A,44.86,2.12
2023-01-19 17:00:00,MACH-A,39.41,2.44
2023-01-19 18:00:00,MACH-A,49.37,1.27
2023-01-19 19:00:00,MACH-A,59.55,1.54
2023-01-19 20:00:00,MACH-A,40.14,2.61
2023-01-19 21:00:00,MACH-A,55.04,2.27
2023-01-19 22:00:00,MACH-A,44.7,1.69
2023-01-19 23:00:00,MACH-A,42.07,2.6
2023-01-20 00:00:00,MACH-A,48.93,2.6
2023-01-20 01:00:00,MACH-A,39.65,2.13
2023-01-20 02:00:00,MACH-A,44.46,1.55
2023-01-20 03:00:00,MACH-A,38.02,1.79
2023-01-20 04:00:00,MACH-A,69.65,2.14
2023-01-20 05:00:00,MACH-A,83.15,4.2
2023-01-20 06:00:00,MACH-A,43.0,2.47
2023-01-20 07:00:00,MACH-A,52.14,1.24
2023-01-20 08:00:00,MACH-A,48.88,1.25
2023-01-20 09:00:00,MACH-A,47.79,2.09
2023-01-20 10:00:00,MACH-A,56.14,1.75
2023-01-20 11:00:00,MACH-A,57.58,1.69
2023-01-20 12:00:00,MACH-A,44.69,1.12
2023-01-20 13:00:00,MACH-A,44.24,2.01
2023-01-20 14:00:00,MACH-A,47.25,1.97
2023-01-20 15:00:00,MACH-A,26.98,2.33
2023-01-20 16:00:00,MACH-A,34.85,2.03
2023-01-20 17:00:00,MACH-A,63.67,1.93
2023-01-20 18:00:00,MACH-A,66.45,2.59
2023-01-20 19:00:00,MACH-A,47.51,1.34
2023-01-20 20:00:00,MACH-A,55.77,2.27
2023-01-20 21:00:00,MACH-A,53.11,1.16
2023-01-20 22:00:00,MACH-A,80.79,1.58
2023-01-20 23:00:00,MACH-A,61.2,1.39
2023-01-21 00:00:00,MACH-A,48.72,2.39
2023-01-21 01:00:00,MACH-A,40.44,1.97
2023-01-21 02:00:00,MACH-A,33.94,1.99
2023-01-21 03:00:00,MACH-A,52.03,1.45
2023-01-21 04:00:00,MACH-A,42.44,1.85
2023-01-21 05:00:00,MACH-A,35.78,1.62
2023-01-21 06:00:00,MACH-A,43.53,2.19
2023-01-21 07:00:00,MACH-A,39.18,1.5
2023-01-21 08:00:00,MACH-A,66.87,2.66
2023-01-21 09:00:00,MACH-A,58.82,1.16
2023-01-21 10:00:00,MACH-A,49.92,1.6
2023-01-21 11:00:00,MACH-A,64.8,2.84
2023-01-21 12:00:00,MACH-A,50.77,1.78
2023-01-21 13:00:00,MACH-A,41.39,1.34
2023-01-21 14:00:00,MACH-A,65.23,2.11
2023-01-21 15:00:00,MACH-A,55.39,1.76
2023-01-21 16:00:00,MACH-A,39.63,1.58
2023-01-21 17:00:00,MACH-A,48.1,1.45
2023-01-21 18:00:00,MACH-A,41.24,3.38
2023-01-21 19:00:00,MACH-A,36.17,1.87
2023-01-21 20:00:00,MACH-A,59.26,1.04
2023-01-21 21:00:00,MACH-A,69.09,2.75
2023-01-21 22:00:00,MACH-A,36.01,2.31
2023-01-21 23:00:00,MACH-A,55.63,1.62
2023-01-22 00:00:00,MACH-A,43.49,1.53
2023-01-22 01:00:00,MACH-A,45.13,2.34
2023-01-22 02:00:00,MACH-A,44.08,1.88
2023-01-22 03:00:00,MACH-A,41.36,1.04
2023-01-22 04:00:00,MACH-A,50.49,2.89
2023-01-22 05:00:00,MACH-A,41.69,1.78
2023-01-22 06:00:00,MACH-A,52.7,2.75
2023-01-22 07:00:00,MACH-A,49.5,2.64
2023-01-22 08:00:00,MACH-A,47.61,1.5
2023-01-22 09:00:00,MACH-A,40.92,2.52
2023-01-22 10:00:00,MACH-A,44.23,1.67
2023-01-22 11:00:00,MACH-A,57.55,1.07
